"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Median Gross Household Income","2022","Greenane, Kerry","€","37101"
"Median Gross Household Income","2022","Gullane, Kerry","€","48749"
"Median Gross Household Income","2022","Gunsborough, Kerry","€","48395"
"Median Gross Household Income","2022","Headfort, Kerry","€","55660"
"Median Gross Household Income","2022","Inch, Kerry","€","39247"
"Median Gross Household Income","2022","Kenmare, Kerry","€","42754"
"Median Gross Household Income","2022","Kerryhead, Kerry","€","56124"
"Median Gross Household Income","2022","Kilbonane, Kerry","€","64123"
"Median Gross Household Income","2022","Kilcummin, Kerry","€","68113"
"Median Gross Household Income","2022","Kilfeighny, Kerry","€","52865"
"Median Gross Household Income","2022","Kilfelim, Kerry","€","63842"
"Median Gross Household Income","2022","Kilflyn, Kerry","€","41761"
"Median Gross Household Income","2022","Kilgarrylander, Kerry","€","49106"
"Median Gross Household Income","2022","Kilgarvan, Kerry","€","47340"
"Median Gross Household Income","2022","Kilgobban, Kerry","€","40191"
"Median Gross Household Income","2022","Kilgobnet, Kerry","€","55379"
"Median Gross Household Income","2022","Killahan, Kerry","€","45774"
"Median Gross Household Income","2022","Killarney Rural, Kerry","€","57023"
"Median Gross Household Income","2022","Killarney Urban, Kerry","€","46643"
"Median Gross Household Income","2022","Killeentierna, Kerry","€","55772"
"Median Gross Household Income","2022","Killehenny, Kerry","€","37109"
"Median Gross Household Income","2022","Killinane, Kerry","€","40808"
"Median Gross Household Income","2022","Killorglin, Kerry","€","46438"
"Median Gross Household Income","2022","Killury, Kerry","€","52760"
"Median Gross Household Income","2022","Kilmalkedar, Kerry","€","41111"
"Median Gross Household Income","2022","Kilmeany, Kerry","€","50044"
"Median Gross Household Income","2022","Kilmurry, Kerry","€","47008"
"Median Gross Household Income","2022","Kilnanare, Kerry","€","58917"
"Median Gross Household Income","2022","Kilquane, Kerry","€","41151"
"Median Gross Household Income","2022","Kilshenane, Kerry","€","41810"
"Median Gross Household Income","2022","Kiltallagh, Kerry","€","48023"
"Median Gross Household Income","2022","Kiltomy, Kerry","€","40035"
"Median Gross Household Income","2022","Kinard, Kerry","€","46141"
"Median Gross Household Income","2022","Knockglass, Kerry","€","48998"
"Median Gross Household Income","2022","Knocknagashel, Kerry","€","48906"
"Median Gross Household Income","2022","Knocknahoe, Kerry","€","66877"
"Median Gross Household Income","2022","Lack, Kerry","€","47245"
"Median Gross Household Income","2022","Lackabaun, Kerry","€","54464"
"Median Gross Household Income","2022","Lahard, Kerry","€","68136"
"Median Gross Household Income","2022","Leitrim, Kerry","€","57821"
"Median Gross Household Income","2022","Lickeen, Kerry","€","41242"
"Median Gross Household Income","2022","Lislaughtin, Kerry","€","46704"
"Median Gross Household Income","2022","Lisselton, Kerry","€","54162"
"Median Gross Household Income","2022","Listowel Rural, Kerry","€","51738"
"Median Gross Household Income","2022","Listowel Urban, Kerry","€","39481"
"Median Gross Household Income","2022","Lixnaw, Kerry","€","45844"
"Median Gross Household Income","2022","Loughbrin, Kerry","€","44074"
"Median Gross Household Income","2022","Loughcurrane, Kerry","€","35954"
"Median Gross Household Income","2022","Marhin, Kerry","€","35272"
"Median Gross Household Income","2022","Mastergeehy/Canuig, Kerry","€","36353"
"Median Gross Household Income","2022","Maum, Kerry","€","47074"
"Median Gross Household Income","2022","Millbrook, Kerry","€","57680"
"Median Gross Household Income","2022","Milltown, Kerry","€","51761"
"Median Gross Household Income","2022","Minard, Kerry","€","48729"
"Median Gross Household Income","2022","Molahiffe, Kerry","€","54872"
"Median Gross Household Income","2022","Mount Eagle, Kerry","€","42053"
"Median Gross Household Income","2022","Moynsha, Kerry","€","54381"
"Median Gross Household Income","2022","Muckross, Kerry","€","70366"
"Median Gross Household Income","2022","Newtownsandes, Kerry","€","42206"
"Median Gross Household Income","2022","Nohaval, Kerry","€","54051"
"Median Gross Household Income","2022","O'brennan, Kerry","€","55269"
"Median Gross Household Income","2022","Portmagee, Kerry","€","39701"
"Median Gross Household Income","2022","Ratass, Kerry","€","58032"
"Median Gross Household Income","2022","Rathea, Kerry","€","46434"
"Median Gross Household Income","2022","Rathmore, Kerry","€","59140"
"Median Gross Household Income","2022","Reen, Kerry","€","59239"
"Median Gross Household Income","2022","Rockfield, Kerry","€","60671"
"Median Gross Household Income","2022","Scartaglin, Kerry","€","58445"
"Median Gross Household Income","2022","Shronowen, Kerry","€","44339"
"Median Gross Household Income","2022","Sneem, Kerry","€","34560"
"Median Gross Household Income","2022","St. Finan's, Kerry","€","39715"
"Median Gross Household Income","2022","Stradbally, Kerry","€","53827"
"Median Gross Household Income","2022","Tahilla, Kerry","€","31686"
"Median Gross Household Income","2022","Tarbert, Kerry","€","44100"
"Median Gross Household Income","2022","Tarmon, Kerry","€","51412"
"Median Gross Household Income","2022","Teeranearagh, Kerry","€","44799"
"Median Gross Household Income","2022","Tralee Rural, Kerry","€","47450"
"Median Gross Household Income","2022","Tralee Urban, Kerry","€","30834"
"Median Gross Household Income","2022","Trienearagh, Kerry","€","44445"
"Median Gross Household Income","2022","Tubrid, Kerry","€","55946"
"Median Gross Household Income","2022","Urlee, Kerry","€","45630"
"Median Gross Household Income","2022","Valencia, Kerry","€","41179"
"Median Gross Household Income","2022","Ventry, Kerry","€","40694"
"Median Gross Household Income","2022","Abbey A, Limerick","€","57406"
"Median Gross Household Income","2022","Abbey B, Limerick","€","57813"
"Median Gross Household Income","2022","Abbey C, Limerick","€","32533"
"Median Gross Household Income","2022","Abbey D, Limerick","€","36096"
"Median Gross Household Income","2022","Ballinacurra A, Limerick","€","72699"
"Median Gross Household Income","2022","Ballinacurra B, Limerick","€","46055"
"Median Gross Household Income","2022","Ballynanty, Limerick","€","37342"
"Median Gross Household Income","2022","Castle A, Limerick","€","50636"
"Median Gross Household Income","2022","Castle B, Limerick","€","55142"
"Median Gross Household Income","2022","Castle C, Limerick","€","74872"
"Median Gross Household Income","2022","Castle D, Limerick","€","71421"
"Median Gross Household Income","2022","Coolraine, Limerick","€","55375"
"Median Gross Household Income","2022","Custom House, Limerick","€","35127"
"Median Gross Household Income","2022","Dock A, Limerick","€","38205"
"Median Gross Household Income","2022","Dock B, Limerick","€","38544"
"Median Gross Household Income","2022","Dock C, Limerick","€","45537"
"Median Gross Household Income","2022","Dock D, Limerick","€","56797"
"Median Gross Household Income","2022","Farranshone, Limerick","€","62509"
"Median Gross Household Income","2022","Galvone A, Limerick","€","44125"
"Median Gross Household Income","2022","Galvone B, Limerick","€","33074"
"Median Gross Household Income","2022","Glentworth A, Limerick","€","34678"
"Median Gross Household Income","2022","Glentworth B, Limerick","€","39785"
"Median Gross Household Income","2022","Glentworth C, Limerick","€","35314"
"Median Gross Household Income","2022","John's A, Limerick","€","31216"
"Median Gross Household Income","2022","John's B, Limerick","€","33373"
"Median Gross Household Income","2022","John's C, Limerick","€","39024"
"Median Gross Household Income","2022","Killeely A, Limerick","€","33592"
"Median Gross Household Income","2022","Killeely B, Limerick","€","33033"
"Median Gross Household Income","2022","Limerick North Rural, Limerick","€","51516"
"Median Gross Household Income","2022","Market, Limerick","€","40101"
"Median Gross Household Income","2022","Prospect A, Limerick","€","29863"
"Median Gross Household Income","2022","Prospect B, Limerick","€","34693"
"Median Gross Household Income","2022","Rathbane, Limerick","€","33217"
"Median Gross Household Income","2022","Shannon A, Limerick","€","53823"
"Median Gross Household Income","2022","Shannon B, Limerick","€","34815"
"Median Gross Household Income","2022","Singland A, Limerick","€","38757"
"Median Gross Household Income","2022","Singland B, Limerick","€","56466"
"Median Gross Household Income","2022","St. Laurence, Limerick","€","44631"
"Median Gross Household Income","2022","Abbeyfeale, Limerick","€","41757"
"Median Gross Household Income","2022","Abbeyville, Limerick","€","73510"
"Median Gross Household Income","2022","Abington, Limerick","€","73050"
"Median Gross Household Income","2022","Adare North, Limerick","€","76665"
"Median Gross Household Income","2022","Adare South, Limerick","€","69625"
"Median Gross Household Income","2022","Anglesborough, Limerick","€","57319"
"Median Gross Household Income","2022","Ardagh, Limerick","€","53824"
"Median Gross Household Income","2022","Ardpatrick, Limerick","€","65241"
"Median Gross Household Income","2022","Askeaton East, Limerick","€","53419"
"Median Gross Household Income","2022","Askeaton West, Limerick","€","49503"
"Median Gross Household Income","2022","Athlacca, Limerick","€","56715"
"Median Gross Household Income","2022","Aughinish, Limerick","€","63386"
"Median Gross Household Income","2022","Ballingarry, Limerick","€","58641"
"Median Gross Household Income","2022","Ballintober, Limerick","€","64212"
"Median Gross Household Income","2022","Ballyagran, Limerick","€","54239"
"Median Gross Household Income","2022","Ballyallinan, Limerick","€","66635"
"Median Gross Household Income","2022","Ballybricken, Limerick","€","78732"
"Median Gross Household Income","2022","Ballycummin, Limerick","€","71552"
"Median Gross Household Income","2022","Ballygrennan, Limerick","€","65863"
"Median Gross Household Income","2022","Ballylanders, Limerick","€","44496"
